ID,Age,Age points,Age group,Sex,Job,Job points,Housing,Housing points,Saving accounts,Saving points,Checking account,Checking points,Credit amount,Credit points,Duration,Duration points,Purpose,Total score,Risk
496,29,20,25-40,male,3,30,rent,10,moderate,15,moderate,20,9034,15,36,10,furniture/equipment,120,Medium risk
497,40,30,25-40,male,2,20,own,20,little,10,NA,5,1585,30,24,10,furniture/equipment,125,Medium risk
498,32,20,25-40,male,1,10,own,20,little,10,moderate,20,1301,30,18,10,radio/TV,120,Medium risk
499,28,20,25-40,male,2,20,own,20,moderate,15,rich,30,1323,30,6,20,car,155,Low risk
500,27,20,25-40,female,2,20,own,20,little,10,little,10,3123,15,24,10,car,105,Medium risk
501,42,30,41-75,male,2,20,free,5,little,10,little,10,5493,15,36,10,car,100,High risk
502,49,30,41-75,male,2,20,own,20,moderate,15,rich,30,1126,30,9,20,radio/TV,165,Low risk
503,38,20,25-40,male,2,20,own,20,moderate,15,moderate,20,1216,30,24,10,radio/TV,135,Medium risk
504,24,10,<25,female,2,20,rent,10,little,10,little,10,1207,30,24,10,car,100,High risk
505,27,20,25-40,male,1,10,own,20,NA,5,NA,5,1309,30,10,20,car,110,Medium risk
506,36,20,25-40,male,2,20,own,20,quite rich,30,rich,30,2360,30,15,10,car,160,Low risk
507,34,20,25-40,male,3,30,own,20,moderate,15,moderate,20,6850,15,15,10,car,130,Medium risk
508,28,20,25-40,male,2,20,own,20,little,10,NA,5,1413,30,24,10,radio/TV,115,Medium risk
509,45,30,41-75,male,3,30,own,20,moderate,15,NA,5,8588,15,39,10,car,125,Medium risk
510,26,20,25-40,male,2,20,own,20,little,10,little,10,759,30,12,20,car,130,Medium risk
511,32,20,25-40,male,3,30,free,5,little,10,NA,5,4686,15,36,10,car,95,High risk
512,26,20,25-40,male,2,20,rent,10,little,10,rich,30,2687,30,15,10,business,130,Medium risk
513,20,10,<25,male,2,20,rent,10,little,10,moderate,20,585,30,12,20,radio/TV,120,Medium risk
514,54,30,41-75,male,2,20,own,20,NA,5,NA,5,2255,30,24,10,car,120,Medium risk
515,37,20,25-40,female,2,20,own,20,little,10,little,10,609,30,6,20,car,130,Medium risk
516,40,30,25-40,male,1,10,own,20,little,10,little,10,1361,30,6,20,car,130,Medium risk
517,23,10,<25,female,2,20,rent,10,little,10,NA,5,7127,15,36,10,furniture/equipment,80,High risk
518,43,30,41-75,male,2,20,own,20,moderate,15,little,10,1203,30,6,20,car,145,Low risk
519,36,20,25-40,male,2,20,free,5,NA,5,NA,5,700,30,6,20,radio/TV,105,Medium risk
520,44,30,41-75,male,2,20,free,5,little,10,NA,5,5507,15,24,10,repairs,95,High risk
521,24,10,<25,female,2,20,own,20,little,10,little,10,3190,15,18,10,radio/TV,95,High risk
522,53,30,41-75,male,2,20,free,5,little,10,little,10,7119,15,48,10,furniture/equipment,100,High risk
523,23,10,<25,female,2,20,own,20,moderate,15,NA,5,3488,15,24,10,car,95,High risk
524,26,20,25-40,female,1,10,own,20,little,10,moderate,20,1113,30,18,10,radio/TV,120,Medium risk
525,30,20,25-40,male,2,20,own,20,little,10,moderate,20,7966,15,26,10,car,115,Medium risk
526,31,20,25-40,female,2,20,own,20,moderate,15,NA,5,1532,30,15,10,education,120,Medium risk
527,42,30,41-75,male,1,10,own,20,little,10,NA,5,1503,30,4,20,radio/TV,125,Medium risk
528,31,20,25-40,male,2,20,rent,10,little,10,little,10,2302,30,36,10,radio/TV,110,Medium risk
529,41,30,41-75,male,1,10,own,20,little,10,little,10,662,30,6,20,car,130,Medium risk
530,32,20,25-40,male,2,20,own,20,little,10,moderate,20,2273,30,36,10,education,130,Medium risk
531,28,20,25-40,female,2,20,rent,10,moderate,15,moderate,20,2631,30,15,10,car,125,Medium risk
532,41,30,41-75,male,2,20,rent,10,little,10,NA,5,1503,30,12,20,car,125,Medium risk
533,26,20,25-40,male,2,20,own,20,moderate,15,NA,5,1311,30,24,10,radio/TV,120,Medium risk
534,25,20,25-40,male,2,20,own,20,NA,5,NA,5,3105,15,24,10,radio/TV,95,High risk
535,33,20,25-40,male,2,20,rent,10,little,10,rich,30,2319,30,21,10,education,130,Medium risk
536,75,30,41-75,female,3,30,own,20,NA,5,little,10,1374,30,6,20,car,145,Low risk
537,37,20,25-40,female,2,20,own,20,little,10,moderate,20,3612,15,18,10,furniture/equipment,115,Medium risk
538,42,30,41-75,male,3,30,free,5,little,10,little,10,7763,15,48,10,car,110,Medium risk
539,45,30,41-75,female,1,10,own,20,little,10,rich,30,3049,15,18,10,furniture/equipment,125,Medium risk
540,23,10,<25,male,2,20,rent,10,little,10,moderate,20,1534,30,12,20,radio/TV,120,Medium risk
541,60,30,41-75,male,2,20,free,5,little,10,NA,5,2032,30,24,10,car,110,Medium risk
542,31,20,25-40,male,2,20,own,20,NA,5,little,10,6350,15,30,10,furniture/equipment,100,High risk
543,34,20,25-40,male,1,10,own,20,little,10,rich,30,2864,30,18,10,furniture/equipment,130,Medium risk
544,61,30,41-75,male,1,10,own,20,little,10,NA,5,1255,30,12,20,car,125,Medium risk
545,43,30,41-75,male,2,20,free,5,little,10,little,10,1333,30,24,10,car,115,Medium risk
546,37,20,25-40,female,2,20,own,20,little,10,NA,5,2022,30,24,10,car,115,Medium risk
547,32,20,25-40,male,2,20,own,20,little,10,NA,5,1552,30,24,10,radio/TV,115,Medium risk
548,24,10,<25,female,1,10,own,20,little,10,little,10,626,30,12,20,radio/TV,110,Medium risk
549,35,20,25-40,male,2,20,free,5,NA,5,NA,5,8858,15,48,10,car,80,High risk
550,23,10,<25,female,2,20,own,20,NA,5,NA,5,996,30,12,20,repairs,110,Medium risk
551,45,30,41-75,male,1,10,own,20,quite rich,30,NA,5,1750,30,6,20,radio/TV,145,Low risk
552,34,20,25-40,male,2,20,own,20,little,10,little,10,6999,15,48,10,radio/TV,105,Medium risk
553,27,20,25-40,male,2,20,own,20,moderate,15,moderate,20,1995,30,12,20,car,145,Low risk
554,67,30,41-75,female,3,30,own,20,little,10,moderate,20,1199,30,9,20,education,160,Low risk
555,22,10,<25,male,2,20,own,20,little,10,moderate,20,1331,30,12,20,radio/TV,130,Medium risk
556,28,20,25-40,female,2,20,own,20,moderate,15,moderate,20,2278,30,18,10,car,135,Medium risk
557,29,20,25-40,female,2,20,own,20,NA,5,NA,5,5003,15,21,10,car,95,High risk
558,27,20,25-40,male,2,20,own,20,little,10,little,10,3552,15,24,10,furniture/equipment,105,Medium risk
559,31,20,25-40,male,1,10,own,20,little,10,moderate,20,1928,30,18,10,furniture/equipment,120,Medium risk
560,49,30,41-75,male,2,20,free,5,NA,5,little,10,2964,30,24,10,car,110,Medium risk
561,24,10,<25,male,1,10,rent,10,little,10,little,10,1546,30,24,10,radio/TV,90,High risk
562,29,20,25-40,female,2,20,own,20,little,10,rich,30,683,30,6,20,radio/TV,150,Low risk
563,37,20,25-40,male,2,20,free,5,NA,5,moderate,20,12389,5,36,10,car,85,High risk
564,37,20,25-40,male,3,30,own,20,NA,5,moderate,20,4712,15,24,10,business,120,Medium risk
565,23,10,<25,female,2,20,rent,10,moderate,15,moderate,20,1553,30,24,10,radio/TV,115,Medium risk
566,36,20,25-40,male,2,20,own,20,little,10,little,10,1372,30,12,20,car,130,Medium risk
567,34,20,25-40,male,2,20,own,20,rich,20,NA,5,2578,30,24,10,radio/TV,125,Medium risk
568,41,30,41-75,male,2,20,own,20,NA,5,moderate,20,3979,15,48,10,radio/TV,120,Medium risk
569,31,20,25-40,female,2,20,own,20,little,10,little,10,6758,15,48,10,radio/TV,105,Medium risk
570,23,10,<25,female,1,10,rent,10,little,10,little,10,3234,15,24,10,furniture/equipment,75,High risk
571,38,20,25-40,male,2,20,own,20,little,10,NA,5,5954,15,30,10,radio/TV,100,High risk
572,26,20,25-40,female,3,30,rent,10,NA,5,NA,5,5433,15,24,10,car,95,High risk
573,22,10,<25,female,1,10,own,20,little,10,little,10,806,30,15,10,business,100,High risk
574,27,20,25-40,male,1,10,own,20,little,10,moderate,20,1082,30,9,20,radio/TV,130,Medium risk
575,24,10,<25,female,2,20,own,20,little,10,NA,5,2788,30,15,10,furniture/equipment,105,Medium risk
576,27,20,25-40,female,2,20,own,20,little,10,moderate,20,2930,30,12,20,radio/TV,140,Low risk
577,33,20,25-40,female,2,20,own,20,NA,5,NA,5,1927,30,24,10,education,110,Medium risk
578,27,20,25-40,male,2,20,own,20,little,10,moderate,20,2820,30,36,10,car,130,Medium risk
579,27,20,25-40,male,1,10,own,20,little,10,NA,5,937,30,24,10,education,105,Medium risk
580,30,20,25-40,male,2,20,own,20,little,10,moderate,20,1056,30,18,10,car,130,Medium risk
581,49,30,41-75,male,1,10,own,20,little,10,moderate,20,3124,15,12,20,car,125,Medium risk
582,26,20,25-40,female,2,20,rent,10,little,10,NA,5,1388,30,9,20,furniture/equipment,115,Medium risk
583,33,20,25-40,male,1,10,rent,10,little,10,moderate,20,2384,30,36,10,repairs,110,Medium risk
584,52,30,41-75,female,3,30,free,5,NA,5,NA,5,2133,30,12,20,car,125,Medium risk
585,20,10,<25,female,2,20,rent,10,little,10,little,10,2039,30,18,10,furniture/equipment,100,High risk
586,36,20,25-40,male,2,20,rent,10,little,10,little,10,2799,30,9,20,car,120,Medium risk
587,21,10,<25,male,1,10,own,20,little,10,little,10,1289,30,12,20,furniture/equipment,110,Medium risk
588,47,30,41-75,male,1,10,own,20,little,10,little,10,1217,30,18,10,domestic appliances,120,Medium risk
589,60,30,41-75,male,2,20,own,20,little,10,little,10,2246,30,12,20,furniture/equipment,140,Low risk
590,58,30,41-75,female,1,10,own,20,little,10,little,10,385,30,12,20,radio/TV,130,Medium risk
591,42,30,41-75,female,2,20,rent,10,NA,5,moderate,20,1965,30,24,10,car,125,Medium risk
592,36,20,25-40,female,1,10,own,20,rich,20,NA,5,1572,30,21,10,business,115,Medium risk
593,20,10,<25,female,1,10,rent,10,little,10,moderate,20,2718,30,24,10,car,100,High risk
594,40,30,25-40,male,3,30,own,20,NA,5,little,10,1358,30,24,10,vacation/others,135,Medium risk
595,32,20,25-40,female,1,10,own,20,moderate,15,moderate,20,931,30,6,20,car,135,Medium risk
596,23,10,<25,female,2,20,rent,10,little,10,little,10,1442,30,24,10,car,100,High risk
597,36,20,25-40,male,1,10,own,20,little,10,moderate,20,4241,15,24,10,business,105,Medium risk
598,31,20,25-40,male,2,20,own,20,little,10,NA,5,2775,30,18,10,car,115,Medium risk
599,32,20,25-40,male,2,20,free,5,little,10,NA,5,3863,15,24,10,business,85,High risk
600,45,30,41-75,female,2,20,own,20,little,10,moderate,20,2329,30,7,20,radio/TV,150,Low risk
601,30,20,25-40,female,2,20,own,20,little,10,moderate,20,918,30,9,20,furniture/equipment,140,Low risk
602,34,20,25-40,female,1,10,free,5,little,10,moderate,20,1837,30,24,10,education,105,Medium risk
603,28,20,25-40,female,3,30,own,20,little,10,NA,5,3349,15,36,10,furniture/equipment,110,Medium risk
604,23,10,<25,female,2,20,own,20,little,10,rich,30,1275,30,10,20,furniture/equipment,140,Low risk
605,22,10,<25,male,2,20,own,20,quite rich,30,little,10,2828,30,24,10,furniture/equipment,130,Medium risk
606,74,30,41-75,male,3,30,own,20,little,10,NA,5,4526,15,24,10,business,120,Medium risk
607,50,30,41-75,female,2,20,free,5,moderate,15,moderate,20,2671,30,36,10,radio/TV,130,Medium risk
608,33,20,25-40,male,2,20,own,20,little,10,NA,5,2051,30,18,10,radio/TV,115,Medium risk
609,45,30,41-75,male,2,20,free,5,NA,5,NA,5,1300,30,15,10,car,105,Medium risk
610,22,10,<25,female,2,20,own,20,moderate,15,little,10,741,30,12,20,domestic appliances,125,Medium risk
611,48,30,41-75,female,1,10,free,5,moderate,15,rich,30,1240,30,10,20,car,140,Low risk
612,29,20,25-40,female,2,20,own,20,rich,20,little,10,3357,15,21,10,radio/TV,115,Medium risk
613,22,10,<25,female,2,20,rent,10,little,10,little,10,3632,15,24,10,car,85,High risk
614,22,10,<25,female,2,20,own,20,little,10,NA,5,1808,30,18,10,furniture/equipment,105,Medium risk
615,48,30,41-75,male,3,30,own,20,NA,5,moderate,20,12204,5,48,10,business,120,Medium risk
616,27,20,25-40,male,3,30,free,5,NA,5,moderate,20,9157,15,60,5,radio/TV,100,High risk
617,37,20,25-40,male,2,20,rent,10,little,10,little,10,3676,15,6,20,car,105,Medium risk
618,21,10,<25,female,2,20,rent,10,moderate,15,moderate,20,3441,15,30,10,furniture/equipment,100,High risk
619,49,30,41-75,male,1,10,own,20,little,10,NA,5,640,30,12,20,car,125,Medium risk
620,27,20,25-40,male,2,20,own,20,little,10,moderate,20,3652,15,21,10,business,115,Medium risk
621,32,20,25-40,male,2,20,own,20,little,10,NA,5,1530,30,18,10,car,115,Medium risk
622,38,20,25-40,male,2,20,own,20,NA,5,NA,5,3914,15,48,10,business,95,High risk
623,22,10,<25,female,2,20,rent,10,little,10,little,10,1858,30,12,20,furniture/equipment,110,Medium risk
624,65,30,41-75,male,2,20,free,5,little,10,little,10,2600,30,18,10,radio/TV,115,Medium risk
625,35,20,25-40,male,2,20,own,20,NA,5,NA,5,1979,30,15,10,radio/TV,110,Medium risk
626,41,30,41-75,male,2,20,own,20,little,10,rich,30,2116,30,6,20,furniture/equipment,160,Low risk
627,29,20,25-40,male,2,20,own,20,moderate,15,moderate,20,1437,30,9,20,car,145,Low risk
628,36,20,25-40,male,2,20,own,20,quite rich,30,NA,5,4042,15,42,10,furniture/equipment,120,Medium risk
629,64,30,41-75,male,1,10,own,20,NA,5,NA,5,3832,15,9,20,education,105,Medium risk
630,28,20,25-40,female,2,20,own,20,little,10,little,10,3660,15,24,10,radio/TV,105,Medium risk
631,44,30,41-75,male,2,20,own,20,little,10,little,10,1553,30,18,10,furniture/equipment,130,Medium risk
632,23,10,<25,male,2,20,own,20,NA,5,moderate,20,1444,30,15,10,radio/TV,115,Medium risk
633,19,10,<25,female,2,20,rent,10,little,10,NA,5,1980,30,9,20,furniture/equipment,105,Medium risk
634,25,20,25-40,female,1,10,own,20,little,10,moderate,20,1355,30,24,10,car,120,Medium risk
635,47,30,41-75,male,2,20,own,20,little,10,NA,5,1393,30,12,20,education,135,Medium risk
636,28,20,25-40,female,2,20,own,20,quite rich,30,NA,5,1376,30,24,10,radio/TV,135,Medium risk
637,21,10,<25,male,2,20,own,20,little,10,NA,5,15653,5,60,5,radio/TV,75,High risk
638,34,20,25-40,female,2,20,own,20,little,10,NA,5,1493,30,12,20,radio/TV,125,Medium risk
639,26,20,25-40,male,2,20,own,20,little,10,little,10,4370,15,42,10,radio/TV,105,Medium risk
640,27,20,25-40,female,0,5,own,20,little,10,little,10,750,30,18,10,education,105,Medium risk
641,38,20,25-40,male,1,10,own,20,little,10,moderate,20,1308,30,15,10,repairs,120,Medium risk
642,40,30,25-40,male,3,30,own,20,moderate,15,NA,5,4623,15,15,10,education,125,Medium risk
643,33,20,25-40,male,2,20,own,20,little,10,NA,5,1851,30,24,10,radio/TV,115,Medium risk
644,32,20,25-40,male,3,30,own,20,little,10,little,10,1880,30,18,10,radio/TV,130,Medium risk
645,27,20,25-40,male,2,20,rent,10,NA,5,NA,5,7980,15,36,10,business,85,High risk
646,32,20,25-40,male,2,20,own,20,little,10,little,10,4583,15,30,10,furniture/equipment,105,Medium risk
647,26,20,25-40,female,2,20,own,20,quite rich,30,NA,5,1386,30,12,20,car,145,Low risk
648,38,20,25-40,male,2,20,free,5,little,10,rich,30,947,30,24,10,car,125,Medium risk
649,40,30,25-40,male,1,10,rent,10,little,10,little,10,684,30,12,20,education,120,Medium risk
650,50,30,41-75,male,3,30,free,5,little,10,little,10,7476,15,48,10,education,110,Medium risk
651,37,20,25-40,male,1,10,own,20,little,10,moderate,20,1922,30,12,20,furniture/equipment,130,Medium risk
652,45,30,41-75,male,2,20,own,20,little,10,little,10,2303,30,24,10,car,130,Medium risk
653,42,30,41-75,male,3,30,own,20,moderate,15,moderate,20,8086,15,36,10,car,140,Low risk
654,35,20,25-40,male,2,20,own,20,little,10,NA,5,2346,30,24,10,car,115,Medium risk
655,22,10,<25,male,2,20,free,5,little,10,little,10,3973,15,14,10,car,80,High risk
656,41,30,41-75,male,1,10,own,20,little,10,moderate,20,888,30,12,20,car,140,Low risk
657,37,20,25-40,male,2,20,own,20,NA,5,NA,5,10222,5,48,10,radio/TV,85,High risk
658,28,20,25-40,female,2,20,own,20,little,10,moderate,20,4221,15,30,10,business,115,Medium risk
659,41,30,41-75,male,2,20,own,20,little,10,moderate,20,6361,15,18,10,furniture/equipment,125,Medium risk
660,23,10,<25,male,2,20,rent,10,little,10,rich,30,1297,30,12,20,radio/TV,130,Medium risk
661,23,10,<25,male,2,20,own,20,NA,5,little,10,900,30,12,20,car,115,Medium risk
662,50,30,41-75,male,2,20,own,20,little,10,NA,5,2241,30,21,10,furniture/equipment,125,Medium risk
663,35,20,25-40,male,3,30,own,20,little,10,moderate,20,1050,30,6,20,furniture/equipment,150,Low risk
664,50,30,41-75,female,1,10,own,20,little,10,rich,30,1047,30,6,20,education,150,Low risk
665,27,20,25-40,male,3,30,own,20,little,10,NA,5,6314,15,24,10,vacation/others,110,Medium risk
666,34,20,25-40,male,2,20,own,20,rich,20,moderate,20,3496,15,30,10,furniture/equipment,125,Medium risk
667,27,20,25-40,female,2,20,own,20,little,10,NA,5,3609,15,48,10,business,100,High risk
668,43,30,41-75,male,2,20,rent,10,little,10,little,10,4843,15,12,20,car,115,Medium risk
669,47,30,41-75,male,2,20,own,20,little,10,rich,30,3017,15,30,10,radio/TV,135,Medium risk
670,27,20,25-40,male,1,10,own,20,moderate,15,NA,5,4139,15,24,10,business,95,High risk
671,31,20,25-40,male,2,20,own,20,moderate,15,NA,5,5742,15,36,10,business,105,Medium risk
672,42,30,41-75,male,3,30,own,20,little,10,NA,5,10366,5,60,5,car,105,Medium risk
673,24,10,<25,male,2,20,own,20,quite rich,30,NA,5,2080,30,6,20,car,135,Medium risk
674,41,30,41-75,male,1,10,own,20,quite rich,30,NA,5,2580,30,21,10,business,135,Medium risk
675,26,20,25-40,female,3,30,rent,10,little,10,NA,5,4530,15,30,10,radio/TV,100,High risk
676,33,20,25-40,male,2,20,own,20,little,10,NA,5,5150,15,24,10,furniture/equipment,100,High risk
677,24,10,<25,male,2,20,own,20,moderate,15,moderate,20,5595,15,72,5,radio/TV,105,Medium risk
678,64,30,41-75,male,1,10,rent,10,little,10,little,10,2384,30,24,10,radio/TV,110,Medium risk
679,26,20,25-40,female,2,20,own,20,little,10,NA,5,1453,30,18,10,radio/TV,115,Medium risk
680,56,30,41-75,female,2,20,own,20,little,10,NA,5,1538,30,6,20,education,135,Medium risk
681,37,20,25-40,male,2,20,free,5,NA,5,NA,5,2279,30,12,20,radio/TV,105,Medium risk
682,33,20,25-40,male,2,20,own,20,little,10,NA,5,1478,30,15,10,radio/TV,115,Medium risk
683,47,30,41-75,male,2,20,free,5,little,10,NA,5,5103,15,24,10,radio/TV,95,High risk
684,31,20,25-40,male,1,10,own,20,moderate,15,moderate,20,9857,15,36,10,business,110,Medium risk
685,34,20,25-40,male,2,20,free,5,NA,5,NA,5,6527,15,60,5,car,75,High risk
686,27,20,25-40,male,2,20,own,20,NA,5,rich,30,1347,30,10,20,radio/TV,145,Low risk
687,30,20,25-40,male,2,20,free,5,moderate,15,moderate,20,2862,30,36,10,car,120,Medium risk
688,35,20,25-40,male,2,20,own,20,moderate,15,NA,5,2753,30,9,20,radio/TV,130,Medium risk
689,31,20,25-40,male,2,20,own,20,rich,20,little,10,3651,15,12,20,car,125,Medium risk
690,25,20,25-40,male,2,20,own,20,little,10,little,10,975,30,15,10,furniture/equipment,120,Medium risk
691,25,20,25-40,female,1,10,own,20,moderate,15,moderate,20,2631,30,15,10,repairs,125,Medium risk
692,29,20,25-40,male,2,20,own,20,moderate,15,moderate,20,2896,30,24,10,radio/TV,135,Medium risk
693,44,30,41-75,male,1,10,own,20,NA,5,little,10,4716,15,6,20,car,110,Medium risk
694,28,20,25-40,male,2,20,own,20,little,10,NA,5,2284,30,24,10,radio/TV,115,Medium risk
695,50,30,41-75,male,2,20,rent,10,quite rich,30,NA,5,1236,30,6,20,car,145,Low risk
696,29,20,25-40,male,2,20,own,20,little,10,moderate,20,1103,30,12,20,radio/TV,140,Low risk
697,38,20,25-40,female,0,5,own,20,little,10,NA,5,926,30,12,20,car,110,Medium risk
698,24,10,<25,male,2,20,own,20,little,10,NA,5,1800,30,18,10,radio/TV,105,Medium risk
699,40,30,25-40,male,3,30,rent,10,little,10,rich,30,1905,30,15,10,education,150,Low risk
700,29,20,25-40,female,1,10,rent,10,quite rich,30,NA,5,1123,30,12,20,furniture/equipment,125,Medium risk
701,46,30,41-75,male,2,20,free,5,little,10,little,10,6331,15,48,10,car,100,High risk
702,47,30,41-75,female,2,20,free,5,moderate,15,rich,30,1377,30,24,10,radio/TV,140,Low risk
703,41,30,41-75,male,2,20,own,20,moderate,15,moderate,20,2503,30,30,10,business,145,Low risk
704,32,20,25-40,female,2,20,own,20,little,10,moderate,20,2528,30,27,10,business,130,Medium risk
705,35,20,25-40,female,2,20,free,5,quite rich,30,NA,5,5324,15,15,10,car,105,Medium risk
706,24,10,<25,male,2,20,own,20,moderate,15,moderate,20,6560,15,48,10,car,110,Medium risk
707,25,20,25-40,female,2,20,rent,10,little,10,moderate,20,2969,30,12,20,furniture/equipment,130,Medium risk
708,25,20,25-40,female,2,20,own,20,little,10,moderate,20,1206,30,9,20,radio/TV,140,Low risk
709,37,20,25-40,male,1,10,own,20,little,10,moderate,20,2118,30,9,20,radio/TV,130,Medium risk
710,32,20,25-40,male,3,30,own,20,quite rich,30,NA,5,629,30,18,10,radio/TV,145,Low risk
711,35,20,25-40,female,2,20,free,5,little,10,little,10,1198,30,6,20,education,115,Medium risk
712,46,30,41-75,male,3,30,own,20,NA,5,NA,5,2476,30,21,10,car,130,Medium risk
713,25,20,25-40,male,1,10,own,20,little,10,little,10,1138,30,9,20,radio/TV,120,Medium risk
714,27,20,25-40,male,3,30,own,20,little,10,moderate,20,14027,5,60,5,car,110,Medium risk
715,63,30,41-75,male,2,20,own,20,NA,5,NA,5,7596,15,30,10,car,105,Medium risk
716,40,30,25-40,male,2,20,own,20,NA,5,NA,5,3077,15,30,10,radio/TV,105,Medium risk
717,32,20,25-40,male,3,30,free,5,little,10,NA,5,1505,30,18,10,radio/TV,110,Medium risk
718,31,20,25-40,male,2,20,own,20,NA,5,rich,30,3148,15,24,10,radio/TV,120,Medium risk
719,31,20,25-40,male,2,20,own,20,moderate,15,moderate,20,6148,15,20,10,car,120,Medium risk
720,34,20,25-40,male,3,30,own,20,little,10,rich,30,1337,30,9,20,radio/TV,160,Low risk
721,24,10,<25,female,2,20,rent,10,rich,20,moderate,20,433,30,6,20,education,130,Medium risk
722,24,10,<25,female,1,10,own,20,little,10,little,10,1228,30,12,20,car,110,Medium risk
723,66,30,41-75,female,1,10,own,20,quite rich,30,moderate,20,790,30,9,20,radio/TV,160,Low risk
724,21,10,<25,female,2,20,rent,10,little,10,NA,5,2570,30,27,10,car,95,High risk
725,41,30,41-75,female,1,10,own,20,rich,20,NA,5,250,30,6,20,car,135,Medium risk
726,47,30,41-75,male,1,10,own,20,quite rich,30,NA,5,1316,30,15,10,radio/TV,135,Medium risk
727,25,20,25-40,female,2,20,rent,10,little,10,little,10,1882,30,18,10,radio/TV,110,Medium risk
728,59,30,41-75,female,2,20,rent,10,little,10,moderate,20,6416,15,48,10,business,115,Medium risk
729,36,20,25-40,male,2,20,own,20,rich,20,rich,30,1275,30,24,10,business,150,Low risk
730,33,20,25-40,male,2,20,own,20,little,10,moderate,20,6403,15,24,10,radio/TV,115,Medium risk
731,21,10,<25,male,1,10,rent,10,little,10,little,10,1987,30,24,10,radio/TV,90,High risk
732,44,30,41-75,female,1,10,own,20,little,10,moderate,20,760,30,8,20,radio/TV,140,Low risk
733,28,20,25-40,female,2,20,rent,10,rich,20,NA,5,2603,30,24,10,car,115,Medium risk
734,37,20,25-40,female,2,20,own,20,little,10,NA,5,3380,15,4,20,car,110,Medium risk
735,29,20,25-40,female,0,5,own,20,NA,5,moderate,20,3990,15,36,10,domestic appliances,95,High risk
736,23,10,<25,female,3,30,rent,10,little,10,moderate,20,11560,5,24,10,car,95,High risk
737,35,20,25-40,male,1,10,own,20,moderate,15,little,10,4380,15,18,10,car,100,High risk
738,45,30,41-75,male,3,30,own,20,little,10,NA,5,6761,15,6,20,car,130,Medium risk
739,26,20,25-40,female,1,10,rent,10,moderate,15,moderate,20,4280,15,30,10,business,100,High risk
740,32,20,25-40,male,2,20,own,20,moderate,15,little,10,2325,30,24,10,car,125,Medium risk
741,23,10,<25,male,1,10,own,20,little,10,moderate,20,1048,30,10,20,radio/TV,120,Medium risk
742,41,30,41-75,male,2,20,own,20,NA,5,NA,5,3160,15,21,10,radio/TV,105,Medium risk
743,22,10,<25,male,2,20,own,20,quite rich,30,little,10,2483,30,24,10,furniture/equipment,130,Medium risk
744,30,20,25-40,male,3,30,own,20,NA,5,little,10,14179,5,39,10,furniture/equipment,100,High risk
745,28,20,25-40,male,1,10,own,20,little,10,little,10,1797,30,13,10,business,110,Medium risk
